Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
BR8 7LA,Yes,51.402025,0.182402,551904,169259,TQ519692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",,,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,64,,E01024479,Kent
BR8 7LB,Yes,51.400825,0.181194,551824,169123,TQ518691,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",67,37,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,70,,E01024479,Kent
BR8 7LD,Yes,51.402332,0.182819,551932,169294,TQ519692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",48,22,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,62,,E01024479,Kent
BR8 7LE,Yes,51.403241,0.185191,552094,169400,TQ520694,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",24,8,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,54,,E01024479,Kent
BR8 7LF,Yes,51.408663,0.185263,552081,170003,TQ520700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",24,11,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,51,,E01024446,Kent
BR8 7LG,Yes,51.407787,0.180605,551760,169896,TQ517698,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",42,17,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,52,,E01024446,Kent
BR8 7LH,Yes,51.400691,0.181619,551854,169109,TQ518691,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",73,21,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,69,,E01024479,Kent
BR8 7LJ,Yes,51.40206,0.181483,551840,169261,TQ518692,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",17,7,"Swanley","Swanley","Sevenoaks 001E","Urban major conurbation",South East,66,,E01024479,Kent
BR8 7LL,Yes,51.407839,0.184605,552038,169910,TQ520699,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",98,44,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,49,,E01024446,Kent
BR8 7LN,Yes,51.410074,0.179003,551641,170147,TQ516701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",48,20,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,46,,E01024446,Kent
BR8 7LP,Yes,51.407487,0.18223,551874,169866,TQ518698,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",36,16,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,49,,E01024446,Kent
BR8 7LQ,Yes,51.408256,0.179103,551654,169945,TQ516699,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",71,31,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,51,,E01024446,Kent
BR8 7LR,Yes,51.408488,0.181142,551795,169975,TQ517699,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",20,10,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,49,,E01024446,Kent
BR8 7LS,Yes,51.40903,0.179543,551682,170032,TQ516700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",106,39,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,48,,E01024446,Kent
BR8 7LT,Yes,51.409483,0.175035,551367,170073,TQ513700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",50,23,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,50,,E01024446,Kent
BR8 7LW,Yes,51.409159,0.1765,551470,170040,TQ514700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",24,9,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,48,,E01024446,Kent
BR8 7LX,Yes,51.409867,0.175139,551373,170116,TQ513701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",7,3,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,52,,E01024446,Kent
BR8 7LY,Yes,51.40915,0.184236,552008,170055,TQ520700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",75,28,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,48,,E01024446,Kent
BR8 7LZ,Yes,51.408999,0.18072,551764,170031,TQ517700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",36,17,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,48,,E01024446,Kent
BR8 7NA,Yes,51.405232,0.189341,552376,169630,TQ523696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",1,1,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,58,,E01024472,Kent
BR8 7NB,Yes,51.404798,0.190902,552486,169585,TQ524695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",31,11,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,61,,E01024472,Kent
BR8 7ND,Yes,51.405604,0.191099,552497,169675,TQ524696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",8,4,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,64,,E01024472,Kent
BR8 7NE,Yes,51.405062,0.193158,552642,169619,TQ526696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",5,4,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,65,,E01024472,Kent
BR8 7NF,Yes,51.404996,0.194765,552754,169615,TQ527696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",37,13,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,62,,E01024472,Kent
BR8 7NG,Yes,51.404126,0.198922,553046,169527,TQ530695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",28,11,"","","Sevenoaks 001D","Urban major conurbation",South East,53,,E01024472,Kent
BR8 7NL,Yes,51.404173,0.20075,553173,169536,TQ531695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",5,3,"","","Sevenoaks 001D","Urban major conurbation",South East,49,,E01024472,Kent
BR8 7NN,Yes,51.404105,0.201049,553194,169529,TQ531695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",5,2,"","","Sevenoaks 001D","Urban major conurbation",South East,49,,E01024472,Kent
BR8 7NP,Yes,51.404432,0.194594,552744,169552,TQ527695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",8,4,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,65,,E01024472,Kent
BR8 7NQ,Yes,51.404883,0.19358,552672,169600,TQ526696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",4,2,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,65,,E01024472,Kent
BR8 7NR,Yes,51.404622,0.193597,552674,169571,TQ526695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",6,2,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,66,,E01024472,Kent
BR8 7NS,Yes,51.404101,0.193557,552673,169513,TQ526695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",8,5,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,68,,E01024472,Kent
BR8 7NT,Yes,51.404245,0.1969,552905,169536,TQ529695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",7,2,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,59,,E01024472,Kent
BR8 7NU,Yes,51.403515,0.203723,553382,169469,TQ533694,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",6,2,"","","Sevenoaks 001D","Urban major conurbation",South East,51,,E01024472,Kent
BR8 7NW,Yes,51.403986,0.193969,552702,169501,TQ527695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",11,3,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,68,,E01024472,Kent
BR8 7NX,Yes,51.404165,0.201181,553203,169536,TQ532695,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",1,1,"","","Sevenoaks 001D","Urban major conurbation",South East,49,,E01024472,Kent
BR8 7NY,Yes,51.40587,0.199926,553110,169723,TQ531697,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",3,1,"","","Sevenoaks 001D","Urban major conurbation",South East,46,,E01024472,Kent
BR8 7NZ,Yes,51.405629,0.198864,553037,169694,TQ530696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",1,1,"","","Sevenoaks 001D","Urban major conurbation",South East,49,,E01024472,Kent
BR8 7PA,Yes,51.403283,0.207422,553640,169451,TQ536694,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",27,14,"","","Sevenoaks 001D","Urban major conurbation",South East,63,,E01024472,Kent
BR8 7PB,Yes,51.404636,0.208623,553719,169604,TQ537696,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",17,7,"","","Sevenoaks 001D","Urban major conurbation",South East,61,,E01024472,Kent
BR8 7PD,Yes,51.408489,0.204164,553396,170023,TQ533700,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",18,5,"","","Sevenoaks 001D","Urban major conurbation",South East,61,,E01024472,Kent
BR8 7PE,Yes,51.413108,0.203351,553324,170535,TQ533705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1997-06-01,,"Hextable","",3,2,"","","Sevenoaks 001D","Urban major conurbation",South East,30,,E01024472,Kent
BR8 7PF,Yes,51.413719,0.207694,553624,170612,TQ536706,"Kent","Dartford","Sutton-at-Hone and Hawley", E07000107,E05004938,England,E10000016,"Dartford",1980-01-01,,"Sutton-at-Hone and Hawley","",7,3,"","","Dartford 011A","Rural town and fringe",South East,31,,E01024173,Kent
BR8 7PG,Yes,51.413342,0.213371,554020,170582,TQ540705,"Kent","Dartford","Sutton-at-Hone and Hawley", E07000107,E05004938,England,E10000016,"Dartford",1980-01-01,,"Sutton-at-Hone and Hawley","",10,5,"","","Dartford 011A","Rural town and fringe",South East,28,,E01024173,Kent
BR8 7PH,Yes,51.413195,0.212588,553966,170564,TQ539705,"Kent","Dartford","Sutton-at-Hone and Hawley", E07000107,E05004938,England,E10000016,"Dartford",1980-01-01,,"Sutton-at-Hone and Hawley","",9,3,"","","Dartford 011A","Rural town and fringe",South East,29,,E01024173,Kent
BR8 7PJ,Yes,51.406936,0.195347,552788,169832,TQ527698,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",9,4,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,53,,E01024472,Kent
BR8 7PL,Yes,51.40971,0.175879,551425,170100,TQ514701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1990-02-01,,"Hextable","",13,5,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,50,,E01024446,Kent
BR8 7PN,Yes,51.41043,0.176302,551452,170181,TQ514701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1990-02-01,,"Hextable","",178,63,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,52,,E01024446,Kent
BR8 7PP,Yes,51.411038,0.180861,551767,170258,TQ517702,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",2004-01-01,,"Hextable","",68,31,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,46,,E01024446,Kent
BR8 7PQ,Yes,51.414013,0.209247,553731,170648,TQ537706,"Kent","Dartford","Sutton-at-Hone and Hawley", E07000107,E05004938,England,E10000016,"Dartford",1980-01-01,,"Sutton-at-Hone and Hawley","",29,11,"","","Dartford 011A","Rural town and fringe",South East,28,,E01024173,Kent
BR8 7PR,Yes,51.403278,0.194754,552759,169424,TQ527694,"Kent","Sevenoaks","Swanley Christchurch and Swanley Village", E07000111,E05009964,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",35,13,"Swanley","Swanley","Sevenoaks 001D","Urban major conurbation",South East,67,,E01024472,Kent
BR8 7PS,Yes,51.406616,0.166645,550793,169737,TQ507697,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",6,2,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,60,,E01024481,Kent
BR8 7PT,Yes,51.40643,0.163573,550580,169710,TQ505697,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",5,2,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,63,,E01024481,Kent
BR8 7PU,Yes,51.406933,0.162159,550480,169763,TQ504697,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",8,4,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,67,,E01024481,Kent
BR8 7PW,Yes,51.405515,0.179476,551689,169641,TQ516696,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",25,9,"","","Sevenoaks 001E","Urban major conurbation",South East,56,,E01024479,Kent
BR8 7PX,Yes,51.407686,0.159851,550317,169842,TQ503698,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",4,2,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,74,,E01024481,Kent
BR8 7PY,Yes,51.405771,0.159329,550287,169628,TQ502696,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",47,17,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,72,,E01024481,Kent
BR8 7PZ,Yes,51.405434,0.159083,550271,169590,TQ502695,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",13,6,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,71,,E01024481,Kent
BR8 7QA,Yes,51.407593,0.159056,550262,169830,TQ502698,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",23,10,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,73,,E01024481,Kent
BR8 7QD,Yes,51.40584,0.158513,550230,169634,TQ502696,"Kent","Sevenoaks","Swanley White Oak", E07000111,E05005032,England,E10000016,"Sevenoaks",1980-01-01,,"Swanley","",6,3,"Swanley","Swanley","Sevenoaks 002E","Urban major conurbation",South East,72,,E01024481,Kent
BR8 7QE,Yes,51.405001,0.157179,550140,169538,TQ501695,"Kent","Sevenoaks","Swanley St Mary's", E07000111,E05005031,England,E10000016,"Sevenoaks",1983-03-01,,"Swanley","",7,2,"Swanley","Swanley","Sevenoaks 002C","Urban major conurbation",South East,67,,E01024478,Kent
BR8 7QF,Yes,51.410346,0.181317,551801,170182,TQ518701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",2000-12-01,,"Hextable","",23,7,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,45,,E01024446,Kent
BR8 7QG,Yes,51.402058,0.151951,549786,169200,TQ497692,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",15,5,"","","Bromley 019B","Rural town and fringe",London,53,6,E01000720,
BR8 7QH,Yes,51.402128,0.150589,549691,169205,TQ496692,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",22,8,"","","Bromley 019B","Rural town and fringe",London,53,6,E01000720,
BR8 7QJ,Yes,51.397298,0.144224,549264,168655,TQ492686,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",7,3,"","","Bromley 019B","Rural town and fringe",London,46,6,E01000720,
BR8 7QL,Yes,51.400857,0.155662,550048,169074,TQ500690,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",11,2,"","","Bromley 019B","Rural town and fringe",London,62,6,E01000720,
BR8 7QN,Yes,51.401828,0.149309,549603,169169,TQ496691,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",5,3,"","","Bromley 019B","Rural town and fringe",London,50,6,E01000720,
BR8 7QP,Yes,51.403453,0.148926,549571,169349,TQ495693,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",2,1,"","","Bromley 019B","Rural town and fringe",London,51,6,E01000720,
BR8 7QQ,Yes,51.402145,0.15115,549730,169208,TQ497692,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",6,3,"","","Bromley 019B","Rural town and fringe",London,53,6,E01000720,
BR8 7QR,Yes,51.395951,0.146101,549399,168509,TQ493685,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",2,1,"","","Bromley 019B","Rural town and fringe",London,55,6,E01000720,
BR8 7QS,Yes,51.413076,0.176197,551436,170475,TQ514704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",90,40,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,60,,E01024445,Kent
BR8 7QT,Yes,51.412958,0.174322,551306,170458,TQ513704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",114,46,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,61,,E01024445,Kent
BR8 7QU,Yes,51.411837,0.174672,551334,170334,TQ513703,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",260,92,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,58,,E01024445,Kent
BR8 7QW,Yes,51.399722,0.145918,549374,168928,TQ493689,"Greater London","Bromley","Cray Valley East", E09000006,E05000114,England,E11000009,"Orpington",1980-01-01,,"","",9,4,"","","Bromley 019B","Rural town and fringe",London,50,6,E01000720,
BR8 7QX,Yes,51.41205,0.177227,551511,170363,TQ515703,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",21,6,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,56,,E01024445,Kent
BR8 7QY,Yes,51.406851,0.184501,552034,169800,TQ520698,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1995-01-01,,"Hextable","",33,12,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,47,,E01024446,Kent
BR8 7QZ,Yes,51.410913,0.177403,551527,170237,TQ515702,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",168,63,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,51,,E01024446,Kent
BR8 7RA,Yes,51.408969,0.182344,551877,170031,TQ518700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",96,34,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,47,,E01024446,Kent
BR8 7RB,Yes,51.409182,0.182972,551920,170056,TQ519700,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",68,30,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,46,,E01024446,Kent
BR8 7RD,Yes,51.409675,0.180666,551758,170106,TQ517701,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",111,47,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,46,,E01024446,Kent
BR8 7RE,Yes,51.41183,0.178871,551626,170342,TQ516703,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",105,40,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,53,,E01024445,Kent
BR8 7RF,Yes,51.412884,0.178331,551585,170458,TQ515704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",90,35,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,57,,E01024445,Kent
BR8 7RG,Yes,51.413817,0.177469,551522,170560,TQ515705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",68,28,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,60,,E01024445,Kent
BR8 7RH,Yes,51.410568,0.180493,551743,170205,TQ517702,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",31,10,"Swanley","Hextable","Sevenoaks 001B","Urban major conurbation",South East,45,,E01024446,Kent
BR8 7RJ,Yes,51.412944,0.17993,551696,170468,TQ516704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",150,55,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,56,,E01024445,Kent
BR8 7RL,Yes,51.412966,0.181657,551816,170474,TQ518704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",50,21,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,54,,E01024445,Kent
BR8 7RQ,Yes,51.41343,0.176502,551456,170515,TQ514705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",19,8,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,60,,E01024445,Kent
BR8 7RR,Yes,51.412191,0.183677,551959,170392,TQ519703,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",70,24,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,45,,E01024445,Kent
BR8 7RT,Yes,51.41401,0.184971,552043,170597,TQ520705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",47,18,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,57,,E01024445,Kent
BR8 7RU,Yes,51.413894,0.185397,552073,170585,TQ520705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",57,24,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,55,,E01024445,Kent
BR8 7RW,Yes,51.410737,0.183996,551986,170231,TQ519702,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",147,75,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,43,,E01024447,Kent
BR8 7RX,Yes,51.412678,0.187899,552251,170455,TQ522704,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",40,18,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,41,,E01024447,Kent
BR8 7RY,Yes,51.413169,0.19054,552433,170515,TQ524705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",88,35,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,40,,E01024447,Kent
BR8 7RZ,Yes,51.41215,0.186795,552176,170394,TQ521703,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",82,37,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,42,,E01024447,Kent
BR8 7SA,Yes,51.413581,0.186288,552136,170552,TQ521705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",108,35,"Swanley","Hextable","Sevenoaks 001C","Urban major conurbation",South East,50,,E01024447,Kent
BR8 7SB,Yes,51.413491,0.185809,552103,170541,TQ521705,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",98,39,"Swanley","Hextable","Sevenoaks 001A","Urban major conurbation",South East,51,,E01024445,Kent
BR8 7SD,Yes,51.415026,0.192685,552576,170726,TQ525707,"Kent","Sevenoaks","Hextable", E07000111,E05009960,England,E10000016,"Sevenoaks",1980-01-01,,"Hextable","",84,37,"Swanley","Hextable","Sevenoaks 001C","Urban city and town",South East,49,,E01024447,Kent
